g25	3218.PP1S306_78V6.3	1.07e-93	296.0	KOG4293@1|root,KOG4293@2759|Eukaryota,37I9A@33090|Viridiplantae,3GGR1@35493|Streptophyta	35493|Streptophyta	T	Cytochrome b561 and DOMON domain-containing protein	-	GO:0000293,GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016722,GO:0016723,GO:0055114	-	-	-	-	-	-	-	-	-	-	Cytochrom_B561,DOMON
g25	3218.PP1S306_78V6.3	1.07e-95	297.0	KOG4293@1|root,KOG4293@2759|Eukaryota,37I9A@33090|Viridiplantae,3GGR1@35493|Streptophyta	35493|Streptophyta	T	Cytochrome b561 and DOMON domain-containing protein	-	GO:0000293,GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016722,GO:0016723,GO:0055114	-	-	-	-	-	-	-	-	-	-	Cytochrom_B561,DOMON
g27	3218.PP1S421_7V6.1	4.72e-89	265.0	COG5052@1|root,KOG1725@2759|Eukaryota,37VDB@33090|Viridiplantae,3GJRR@35493|Streptophyta	35493|Streptophyta	U	HVA22-like protein	-	-	-	ko:K17279	-	-	-	-	ko00000,ko04147	-	-	-	TB2_DP1_HVA22
g28	3218.PP1S306_72V6.1	2.23e-91	276.0	COG5052@1|root,KOG1725@2759|Eukaryota,37VDB@33090|Viridiplantae,3GJRR@35493|Streptophyta	35493|Streptophyta	U	HVA22-like protein	-	-	-	ko:K17279	-	-	-	-	ko00000,ko04147	-	-	-	TB2_DP1_HVA22
g29	3218.PP1S490_1V6.1	1.56e-180	516.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g29	3218.PP1S490_1V6.1	4.18e-149	435.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g29	3218.PP1S490_1V6.1	5.25e-126	378.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g30	3218.PP1S490_4V6.1	0.0	984.0	2CMQQ@1|root,2QRFU@2759|Eukaryota,37SEE@33090|Viridiplantae,3GXC8@35493|Streptophyta	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.10.1,2.7.11.1	ko:K13418	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	LRRNT_2,LRR_8,Pkinase
g30	3218.PP1S490_4V6.1	1.73e-48	172.0	2CMQQ@1|root,2QRFU@2759|Eukaryota,37SEE@33090|Viridiplantae,3GXC8@35493|Streptophyta	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.10.1,2.7.11.1	ko:K13418	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	LRRNT_2,LRR_8,Pkinase
g32	3218.PP1S60_59V6.1	1.33e-161	476.0	28KG7@1|root,2QU84@2759|Eukaryota	2759|Eukaryota	K	DNA-binding transcription factor activity	-	GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0010087,GO:0010088,GO:0010089,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	Myb_CC_LHEQLE,Myb_DNA-binding
g33	3218.PP1S159_2V6.1	1.39e-208	597.0	KOG1308@1|root,KOG1308@2759|Eukaryota,37KNI@33090|Viridiplantae,3GBMT@35493|Streptophyta	35493|Streptophyta	OT	Protein TIC 40, chloroplastic-like	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006605,GO:0006810,GO:0006886,GO:0006996,GO:0008104,GO:0008150,GO:0009507,GO:0009526,GO:0009528,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009657,GO:0009658,GO:0009706,GO:0009941,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0017038,GO:0019866,GO:0031090,GO:0031897,GO:0031967,GO:0031969,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0033036,GO:0033365,GO:0034357,GO:0034613,GO:0042170,GO:0042651,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0045036,GO:0045037,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055035,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0072594,GO:0072596,GO:0072598,GO:0098796	-	-	-	-	-	-	-	-	-	-	-
g35	3218.PP1S298_71V6.1	8.33e-285	792.0	2CRRQ@1|root,2R8VD@2759|Eukaryota,382T1@33090|Viridiplantae	33090|Viridiplantae	G	Cellulase (glycosyl hydrolase family 5)	-	-	3.2.1.123	ko:K05991	-	-	-	-	ko00000,ko01000	-	GH5	-	Cellulase
g36	3218.PP1S91_238V6.1	9.28e-187	531.0	COG0484@1|root,KOG0713@2759|Eukaryota,37IG8@33090|Viridiplantae,3G9SD@35493|Streptophyta	35493|Streptophyta	O	DnaJ homolog subfamily B member	-	GO:0002682,GO:0002684,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0012505,GO:0016020,GO:0031347,GO:0031349,GO:0031974,GO:0032991,GO:0034663,GO:0035821,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044003,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0070013,GO:0071944,GO:0075136,GO:0080134	-	ko:K09517	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	DnaJ,DnaJ_C
g37	3218.PP1S91_134V6.1	2.23e-181	523.0	COG0494@1|root,KOG4313@2759|Eukaryota,37MQ3@33090|Viridiplantae,3GDAA@35493|Streptophyta	35493|Streptophyta	F	Nudix hydrolase 20	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044715	-	-	-	-	-	-	-	-	-	-	DUF4743,NUDIX
g37	3218.PP1S91_134V6.1	1.23e-185	523.0	COG0494@1|root,KOG4313@2759|Eukaryota,37MQ3@33090|Viridiplantae,3GDAA@35493|Streptophyta	35493|Streptophyta	F	Nudix hydrolase 20	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044715	-	-	-	-	-	-	-	-	-	-	DUF4743,NUDIX
g39	3218.PP1S158_27V6.1	1.35e-316	876.0	COG0025@1|root,KOG1965@2759|Eukaryota,37IYH@33090|Viridiplantae,3G7KH@35493|Streptophyta	2759|Eukaryota	P	Sodium hydrogen exchanger	-	GO:0003674,GO:0005215,GO:0005451,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006873,GO:0006885,GO:0008150,GO:0008324,GO:0009987,GO:0012505,GO:0015075,GO:0015077,GO:0015078,GO:0015079,GO:0015081,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015385,GO:0015386,GO:0015491,GO:0015672,GO:0016020,GO:0019725,GO:0022804,GO:0022821,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030004,GO:0030641,GO:0031410,GO:0031982,GO:0034220,GO:0035725,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0097708,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098719,GO:0098739,GO:0098771,GO:0099516,GO:0099587,GO:1902600	-	ko:K08869,ko:K14724	-	-	-	-	ko00000,ko01001,ko02000	2.A.36.1.12,2.A.36.1.9	-	-	Na_H_Exchanger
g39	3218.PP1S158_27V6.1	9.21e-313	866.0	COG0025@1|root,KOG1965@2759|Eukaryota,37IYH@33090|Viridiplantae,3G7KH@35493|Streptophyta	2759|Eukaryota	P	Sodium hydrogen exchanger	-	GO:0003674,GO:0005215,GO:0005451,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006873,GO:0006885,GO:0008150,GO:0008324,GO:0009987,GO:0012505,GO:0015075,GO:0015077,GO:0015078,GO:0015079,GO:0015081,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015385,GO:0015386,GO:0015491,GO:0015672,GO:0016020,GO:0019725,GO:0022804,GO:0022821,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030004,GO:0030641,GO:0031410,GO:0031982,GO:0034220,GO:0035725,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0097708,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098719,GO:0098739,GO:0098771,GO:0099516,GO:0099587,GO:1902600	-	ko:K08869,ko:K14724	-	-	-	-	ko00000,ko01001,ko02000	2.A.36.1.12,2.A.36.1.9	-	-	Na_H_Exchanger
g40	3218.PP1S13_170V6.1	1.56e-291	811.0	KOG2064@1|root,KOG2064@2759|Eukaryota,37Q5Y@33090|Viridiplantae,3GAAQ@35493|Streptophyta	35493|Streptophyta	T	Poly(ADP-ribose) glycohydrolase	-	GO:0001101,GO:0003674,GO:0003824,GO:0004553,GO:0004649,GO:0006282,GO:0006950,GO:0006952,GO:0006970,GO:0006974,GO:0006979,GO:0008150,GO:0009414,GO:0009415,GO:0009605,GO:0009607,GO:0009620,GO:0009628,GO:0009987,GO:0010035,GO:0010118,GO:0016787,GO:0016798,GO:0019219,GO:0019222,GO:0031323,GO:0033554,GO:0042221,GO:0043207,GO:0048583,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051052,GO:0051171,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0080135,GO:0090332,GO:0098542,GO:1901700,GO:2001020	3.2.1.143	ko:K07759	-	-	-	-	ko00000,ko01000	-	-	-	PARG_cat
g41	3218.PP1S25_254V6.1	2.57e-97	297.0	2CNHE@1|root,2QWBT@2759|Eukaryota,37KK9@33090|Viridiplantae,3GDTA@35493|Streptophyta	35493|Streptophyta	S	F-Box protein	-	GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019538,GO:0019941,GO:0030163,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234	-	-	-	-	-	-	-	-	-	-	F-box-like
g43	3218.PP1S159_28V6.1	1.07e-262	751.0	2CMME@1|root,2QQUB@2759|Eukaryota,37JFA@33090|Viridiplantae,3GEWB@35493|Streptophyta	35493|Streptophyta	K	Transcription factor ABORTED	-	GO:0000003,GO:0000976,GO:0000977,GO:0000978,GO:0000987,GO:0001012,GO:0001067,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009555,GO:0009653,GO:0009791,GO:0009889,GO:0009908,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0030154,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0048229,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048444,GO:0048448,GO:0048449,GO:0048455,GO:0048466,GO:0048608,GO:0048646,GO:0048653,GO:0048654,GO:0048655,GO:0048656,GO:0048657,GO:0048658,GO:0048731,GO:0048827,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0090567,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0140110,GO:1901363,GO:1903506,GO:1905392,GO:1905393,GO:1990837,GO:2000112,GO:2001141	2.7.1.43	ko:K16190	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014	R01476	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	HLH,bHLH-MYC_N
g46	3218.PP1S158_40V6.1	0.0	4063.0	COG0439@1|root,KOG0368@2759|Eukaryota,37HYK@33090|Viridiplantae,3G95X@35493|Streptophyta	35493|Streptophyta	I	acetyl-coa carboxylase	ACC2	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0003989,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0007275,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009790,GO:0009791,GO:0009793,GO:0009888,GO:0009933,GO:0009987,GO:0010014,GO:0010016,GO:0010033,GO:0010072,GO:0010154,GO:0016020,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0022414,GO:0022622,GO:0030497,GO:0032501,GO:0032502,GO:0032787,GO:0042221,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0048316,GO:0048364,GO:0048367,GO:0048507,GO:0048508,GO:0048532,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0061458,GO:0071704,GO:0071944,GO:0072330,GO:0090421,GO:0099402,GO:1901576	2.1.3.15,6.3.4.14,6.4.1.2	ko:K11262	ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922	M00082	R00742,R04385,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans
g49	3218.PP1S159_21V6.1	3.91e-128	370.0	KOG4186@1|root,KOG4186@2759|Eukaryota,37HUG@33090|Viridiplantae,3GF7J@35493|Streptophyta	35493|Streptophyta	U	Peroxisomal membrane protein	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0006996,GO:0007031,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0016559,GO:0031090,GO:0031903,GO:0032535,GO:0042579,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044375,GO:0044422,GO:0044424,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0048285,GO:0065007,GO:0065008,GO:0071840,GO:0090066,GO:0098588,GO:0098805	-	ko:K13352	ko04146,map04146	-	-	-	ko00000,ko00001,ko02000	1.A.101.1,3.A.20.1.1	-	-	PEX11
g50	3218.PP1S308_31V6.1	1.01e-134	393.0	2ANNQ@1|root,2RZET@2759|Eukaryota,37UVI@33090|Viridiplantae	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g53	3218.PP1S133_35V6.1	0.0	4030.0	COG0417@1|root,KOG1798@2759|Eukaryota,37RK5@33090|Viridiplantae,3GCMP@35493|Streptophyta	35493|Streptophyta	L	DNA polymerase epsilon catalytic subunit	POLE	GO:0000082,GO:0000228,GO:0000278,GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006281,GO:0006284,GO:0006287,GO:0006289,GO:0006297,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007275,GO:0008150,GO:0008152,GO:0008296,GO:0008297,GO:0008310,GO:0008408,GO:0008622,GO:0009058,GO:0009059,GO:0009653,GO:0009790,GO:0009987,GO:0010015,GO:0010086,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0018130,GO:0019438,GO:0022402,GO:0022616,GO:0022622,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0042575,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044770,GO:0044772,GO:0044843,GO:0045004,GO:0045005,GO:0046483,GO:0048046,GO:0048364,GO:0048519,GO:0048579,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0048586,GO:0048598,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051239,GO:0051241,GO:0051302,GO:0051716,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:0090305,GO:0097159,GO:0099402,GO:0140097,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1903047,GO:1905392,GO:1990234,GO:2000026,GO:2000028,GO:2000241,GO:2000242	2.7.7.7	ko:K02324	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko05166,map00230,map00240,map01100,map03030,map03410,map03420,map05166	M00263	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol_B,DNA_pol_B_exo1,DUF1744
g55	3218.PP1S308_34V6.1	6.19e-132	378.0	2CXS2@1|root,2RZBJ@2759|Eukaryota,37UKH@33090|Viridiplantae,3GIWX@35493|Streptophyta	35493|Streptophyta	S	early light-induced protein	ELIP	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006950,GO:0008150,GO:0009266,GO:0009314,GO:0009408,GO:0009409,GO:0009411,GO:0009416,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009628,GO:0009637,GO:0009639,GO:0009642,GO:0009644,GO:0009889,GO:0009987,GO:0010029,GO:0010030,GO:0010114,GO:0010117,GO:0010218,GO:0010224,GO:0010380,GO:0016020,GO:0019222,GO:0031323,GO:0031326,GO:0031976,GO:0031984,GO:0033554,GO:0034357,GO:0034605,GO:0034644,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0048518,GO:0048580,GO:0048582,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051171,GO:0051179,GO:0051193,GO:0051234,GO:0051239,GO:0051240,GO:0051716,GO:0055035,GO:0055085,GO:0065007,GO:0070141,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0071484,GO:0071486,GO:0071489,GO:0071490,GO:0071491,GO:0071492,GO:0080167,GO:0090056,GO:0104004,GO:1900140,GO:1901401,GO:1901463,GO:2000026	-	-	-	-	-	-	-	-	-	-	Chloroa_b-bind
