"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g260",684.029188800917,-3.34786861451065,0.613557258433964,-5.45648929825346,4.85640531224398e-08,1.23539615076023e-06
"g3328",1276.23318399852,2.29776536539109,0.421481375629215,5.45164151550191,4.99069834779523e-08,1.24828320869854e-06
"g178",1403.74467181577,3.44812502292366,0.633596913973796,5.44214302007517,5.26433821315082e-08,1.30086237050269e-06
"g1937",439.982454288527,-1.93764918972237,0.356480627289023,-5.43549646570664,5.4644068479335e-08,1.33422600537043e-06
"g1767",265.162967695091,2.44919864282254,0.451523849720204,5.42429518250305,5.81836628017315e-08,1.40393755772178e-06
"g1660",2238.74105158108,-2.95110448235423,0.548107725941203,-5.38416873669612,7.27802055156854e-08,1.73572327340315e-06
"g814",709.839566289031,-2.23102135056143,0.414743485387504,-5.37928003492795,7.47843056508427e-08,1.76301851597561e-06
"g1452",1486.94602720083,-2.18680410064055,0.40782642457251,-5.36209516814118,8.22621779694118e-08,1.91726962517345e-06
"g874",1752.25109496069,-1.5408327576555,0.287534433957821,-5.35877646529643,8.37874455499964e-08,1.9308769755398e-06
"g3334",77.0229641042886,-3.08903916556555,0.58176415699675,-5.30977910621401,1.09758180254159e-07,2.50126697445866e-06
"g2710",30.5362281483181,5.00614983579131,0.944991710909597,5.29755952141915,1.17360655343224e-07,2.64512861658189e-06
"g2371",1226.56848458646,-2.41811849658856,0.456693069334702,-5.29484386551172,1.19118142152056e-07,2.65555771254202e-06
"g1600",10588.4293017228,1.84208048380167,0.349783318385933,5.26634744132999,1.3916479174819e-07,3.06910739651115e-06
"g3361",1018.11542415787,-2.09400770531941,0.397809360655921,-5.26384724046399,1.4107167906489e-07,3.07806397619243e-06
"g432",1637.16612490937,-3.04447587785531,0.58118510007438,-5.2383928587737,1.61980968072753e-07,3.49708384754965e-06
"g144",1936.39270854634,1.78560991804801,0.341649704670707,5.22643483555484,1.7280968392724e-07,3.69200689307052e-06
"g413",72.8490687854744,-4.65399760571132,0.892782315135762,-5.21291419734675,1.85896893027712e-07,3.93066523298801e-06
"g743",68.9796625556301,-5.98919443323842,1.15325916173753,-5.19327713314235,2.06624254369826e-07,4.32435046645421e-06
"g451",109.011973390451,-2.99995393787437,0.582065979312021,-5.15397574244108,2.55020945867565e-07,5.17869267301363e-06
"g1090",95.3328103183119,-2.27527131644318,0.441164203290304,-5.15742505732262,2.50369006474012e-07,5.17869267301363e-06
"g2049",179.707814631155,2.16722394434367,0.420371919742449,5.15549170285084,2.5296624361094e-07,5.17869267301363e-06
"g2504",392.368163386186,2.40796988210802,0.468268757943804,5.14228173726893,2.71421679804581e-07,5.42816588114572e-06
"g3184",833.72958869262,2.4562218542787,0.477727680621292,5.14146856862962,2.72599261705514e-07,5.42816588114572e-06
"g314",4530.03531097173,-2.24103622677311,0.437150993455022,-5.12645804384679,2.95243812605668e-07,5.8225486505214e-06
"g66",2161.15195604255,-4.0633201829925,0.798095076418375,-5.09127333704091,3.55666866513405e-07,6.9473594592285e-06
"g2060",91.9564046551196,2.4040506429219,0.476437981661591,5.04588369411209,4.51429967483444e-07,8.73474399347683e-06
"g283",7581.31526584356,-1.53564254169238,0.30476093663317,-5.03884309668198,4.68354232239596e-07,8.92919050994731e-06
"g2167",17.9546514722503,-7.54629744914101,1.49837206896885,-5.03633083225733,4.74540109987449e-07,8.92919050994731e-06
"g2319",3123.9983972741,-2.3539470079855,0.467257995823886,-5.03778860720175,4.70941141346241e-07,8.92919050994731e-06
"g580",132.025233337696,-4.23945893287926,0.847625997872755,-5.00156784185339,5.6865948857861e-07,1.06029146461339e-05
"g2884",348.203085245627,-3.62937900974565,0.728846152397118,-4.97962292564612,6.37082774504283e-07,1.17716826171918e-05
"g1168",391.135970868582,1.95500663555926,0.395165094427166,4.94731610440759,7.52437323453713e-07,1.37790084857461e-05
"g1136",447.455417513794,1.87278054374142,0.380442699300115,4.92263499125281,8.53866252803052e-07,1.54980503053014e-05
"g2783",96.8149094746603,2.77501056492972,0.564255600847663,4.91800269374537,8.74317097102021e-07,1.57300382996162e-05
"g2347",3328.78182502901,-2.0446025609765,0.416652175287299,-4.90721681596085,9.23778948935579e-07,1.64753967327554e-05
"g2618",20.9567413681095,7.93122758636214,1.61916611269256,4.89834089547062,9.66492516813681e-07,1.70885875171109e-05
"g414",512.053388951758,-3.51510757897641,0.721280262180356,-4.87342821270417,1.09678133554472e-06,1.92264830701045e-05
"g3363",552.916604464195,-2.52758308162557,0.519362121868589,-4.86670662953181,1.13473277164946e-06,1.9723194191975e-05
"g629",33.0099531358145,4.69977746895065,0.967772527211069,4.856283203755,1.19609601458126e-06,2.0498011515194e-05
"g3232",121.440518173685,-4.40054735745042,0.906254285359171,-4.85575343316183,1.19929857719321e-06,2.0498011515194e-05
"g1462",1678.14089988481,1.95356664072133,0.403766135898484,4.83836178181249,1.30913687149966e-06,2.21904109375687e-05
"g1034",1835.1698077564,-1.75003450008074,0.362606218983912,-4.8262671969186,1.39115838655133e-06,2.33874250066949e-05
"g710",85.1916915199577,-4.44739493843779,0.922142781929092,-4.82289188354757,1.41491673733433e-06,2.35934490103472e-05
"g2133",1985.60116423423,-1.64971575717131,0.342377624826132,-4.81840995891328,1.4470680322291e-06,2.39349720492087e-05
"g2528",1940.52033283512,-1.97446466637642,0.412145602431202,-4.7906969156756,1.66203020679835e-06,2.72705916331473e-05
"g3324",646.298170425194,-2.26502913937459,0.473085114654406,-4.78778357046643,1.68633364639903e-06,2.74497643552731e-05
"g373",957.831492374834,-2.82182348098288,0.589654774362973,-4.78555182399973,1.70518178910282e-06,2.75380145625976e-05
"g1111",26623.8861743867,3.04761174380311,0.640302762656018,4.75964172192764,1.93936909220056e-06,3.10753594383074e-05
"g276",3669.99971787826,2.44084046594039,0.512995922054832,4.75801144025371,1.95509420843148e-06,3.10844823371547e-05
"g2291",631.000229797735,-1.81259232766223,0.38152733486769,-4.75088456844337,2.0252872664004e-06,3.1952801410671e-05
"g2099",3133.07898576253,1.95606761713748,0.414866855027076,4.7149286414067,2.41795474037443e-06,3.78566807061676e-05
"g883",1013.51387487251,-1.49634969507761,0.322795382957521,-4.6355981965037,3.55906716627505e-06,5.5300354227501e-05
"g2543",17.9630331487132,4.81261259773529,1.03870866370968,4.63326509720962,3.59943135838273e-06,5.54269979594246e-05
"g3199",1333.83707576951,-1.70182631122919,0.367405305909247,-4.63201343001172,3.62126656585222e-06,5.54269979594246e-05
"g30",1102.71944384831,-1.35006900131912,0.292081518033222,-4.62223358194666,3.79630201535761e-06,5.76756698777664e-05
"g112",654.466413692905,-1.55458674366338,0.336751838268903,-4.61641650318777,3.90422999617393e-06,5.8879233251123e-05
"g135",962.151976417833,2.57917090747658,0.560123339126191,4.60464816820553,4.13163767198859e-06,6.18539333229824e-05
"g634",805.804856659795,2.43876327361978,0.530072173470719,4.60081361685456,4.20843871164783e-06,6.25471579535486e-05
"g2774",6370.48565912365,-2.73587781575539,0.59580946424747,-4.59186699763306,4.39298308443719e-06,6.48202036415876e-05
"g1453",627.2860113139,-2.12062318514003,0.463112756019327,-4.57906450983511,4.67060145136076e-06,6.84243112624351e-05
"g2694",28.9234160237194,-6.45498922809088,1.41181197163785,-4.57213096203059,4.82789022666593e-06,7.02269706020697e-05
"g572",258.350672993076,-4.20064143548275,0.91985542295157,-4.56663224531961,4.95622405071032e-06,7.11108038168599e-05
"g2147",40.3481848176375,-3.63726029590641,0.796499417896884,-4.56655738118479,4.95799363520769e-06,7.11108038168599e-05
"g1648",355.728508155796,-2.15680938872596,0.474419291378857,-4.54620928769019,5.46207251292487e-06,7.77966022500619e-05
"g2130",481.8802935068,-3.6898337299774,0.813410023166698,-4.53625308870974,5.72624579741032e-06,8.09967595206108e-05
"g132",92.9708036222735,2.71575086966789,0.59909587888318,4.53308220836124,5.81291783577066e-06,8.16410305003976e-05
"g2675",7665.10526989818,-2.77970072588539,0.613391815007933,-4.53168864969194,5.85140491641075e-06,8.16410305003976e-05
"g1012",2132.84607328509,-1.7155342899039,0.379078337078493,-4.52554029630208,6.02414010405552e-06,8.34831848203911e-05
"g878",587.819699175232,-1.54380639796954,0.341586912457124,-4.51951272624744,6.19821220465676e-06,8.4961553482201e-05
"g1980",1295.50765533663,1.74768621141557,0.386743053528809,4.51898539733017,6.21366797773288e-06,8.4961553482201e-05
"g632",14.0504754594874,7.35306234119466,1.63035761598726,4.51009169343623,6.47996106637699e-06,8.80158950141669e-05
"g2307",826.04339454682,-1.73854449572948,0.386081705385817,-4.50304811514477,6.69857105976855e-06,9.03866397604296e-05
"g2960",240.425856861886,-2.83229605637561,0.630334436137405,-4.49332274106979,7.01203906057274e-06,9.39979876682006e-05
"g664",428.650962855897,-1.84029442654481,0.41013572727332,-4.48703759309029,7.22203352378814e-06,9.61843555668148e-05
"g2726",1696.83208997713,-1.9867415365002,0.442956808749148,-4.48518116723502,7.28520079599286e-06,9.63996569843958e-05
"g89",557.798166825652,-2.48006637979059,0.553209146515514,-4.48305382405864,7.35823601792763e-06,9.67419363639075e-05
"g1649",229.230182029396,-2.04166023841226,0.457020853953266,-4.46732401979414,7.92041185950523e-06,0.000103469839005384
"g2699",178.790722116802,-2.04877977463158,0.459117279689504,-4.46243229184741,8.10345378278992e-06,0.00010519103612976
"g3121",428.332407996642,-1.92329875520959,0.4315312801973,-4.45691620391976,8.31470855449465e-06,0.000107254510976532
"g1465",47.6235306131434,2.59286243305396,0.582143725950347,4.45399017024727,8.42889609508198e-06,0.000108047911818832
"g2852",3075.49493202844,-2.31859648582211,0.521419048231836,-4.4467046105903,8.71976105618134e-06,0.000111082173454832
"g704",370.240981981712,-2.13915370629856,0.482572013843411,-4.43281757941455,9.30095566684418e-06,0.000117754691806774
"g615",243.144934176631,-2.63390692905744,0.596972821961326,-4.41210526201822,1.02370319394839e-05,0.000128810751582095
"g2685",74.1292384874722,4.14394473715963,0.940037596080934,4.40827553539981,1.0419693350392e-05,0.000130309701595451
"g69",1591.92999523167,-3.08688504649345,0.702485194389891,-4.39423502608395,1.1116350050289e-05,0.000138179599716017
"g1420",24.1063894158682,4.67786167902038,1.06664875455164,4.38556896922147,1.15682995688388e-05,0.000142931219371616
"g1629",905.68834089443,1.77570021169629,0.405311838207395,4.38107166953184,1.18097014716466e-05,0.000145040106097887
"g893",570.004689886907,1.33214678438646,0.304351750848543,4.37699727592296,1.20325477610938e-05,0.000146897353916687
"g2341",43.6160985099011,-3.98291179502252,0.911230961769561,-4.37091359065316,1.237277533964e-05,0.000150157172908886
"g974",3629.57156188886,2.03246477776337,0.465738511270512,4.36396116829356,1.277282597006e-05,0.000154100388615254
"g313",4933.57257932402,-1.88442529717363,0.432599319035138,-4.35605238902506,1.32429093244579e-05,0.000158019459837601
"g973",551.188551523525,2.32463755470098,0.533674846122587,4.35590616944124,1.32517538235336e-05,0.000158019459837601
"g3364",149.483084269791,-2.1812799099628,0.501653449720677,-4.34818082319048,1.37271408020598e-05,0.000162741998757368
"g799",6146.35430494186,1.62857408127705,0.374818222383386,4.34497039904117,1.39294445316478e-05,0.000164191326059825
"g1968",249.804753367442,-2.26323646146941,0.521379922183802,-4.34085848950576,1.41927109141395e-05,0.000165393466391478
"g2959",503.0549340354,-2.17482747121199,0.500952232467474,-4.34138692325959,1.41586139480974e-05,0.000165393466391478
"g79",559.477435996914,-2.15630691197231,0.498517670206556,-4.32543727302357,1.52229583835803e-05,0.000176397105337419
"g2425",626.073786156034,-1.88871826087732,0.437956917948401,-4.3125663358053,1.61370443341726e-05,0.000185938640052742
"g2722",168.691960492711,1.73353907324166,0.402107825961323,4.31112990426702,1.62422445710743e-05,0.000186105271593706
"g3212",264.196788350774,1.55663094062248,0.362503746428267,4.29410993944171,1.75395550389254e-05,0.000199853485471311
"g548",801.457561416994,1.69888987191494,0.397957619687396,4.26902209649724,1.96331820998891e-05,0.000221500803031482
"g965",668.961412341952,-2.45418544097538,0.574916267060643,-4.26877022200609,1.96553613611554e-05,0.000221500803031482
"g1384",42.8603096095245,3.36340049369091,0.788515458913416,4.2654845325743,1.99468833457005e-05,0.000223557692579409
"g713",966.372406301908,1.46556403909179,0.344538276268757,4.25370456648066,2.10262673236015e-05,0.000234374316742972
"g2257",70.8451516094117,2.3304596873481,0.548170284933282,4.2513426053945,2.12492818688656e-05,0.000235579876286721
"g3148",3347.18258129781,-1.83487961137994,0.432868560092703,-4.2388839951485,2.24633690557817e-05,0.000247700913620474
"g2570",2726.2741644568,1.52063343833363,0.359305831333086,4.23214238603313,2.31475783986367e-05,0.000252530230295765
"g3127",22.4127202852179,4.32461370862497,1.02176299351449,4.23250179941427,2.31106063540769e-05,0.000252530230295765
"g2235",3634.86669747437,1.69872807666773,0.402469183711742,4.22076557763092,2.43474027448814e-05,0.000264214407564824
"g513",1480.98919301348,-2.20256815918594,0.522528147056721,-4.21521437953629,2.49541029741922e-05,0.000267962645026535
"g1166",574.663430712912,2.27243119487214,0.539086653637685,4.21533565993162,2.49406957005051e-05,0.000267962645026535
"g962",20.6083058917742,4.70488731059754,1.11939054835727,4.20307936090943,2.63308220419771e-05,0.000281273520875495
"g2075",153.290006463835,2.54104692971426,0.605948486281311,4.19350322221051,2.74679173308393e-05,0.000291899991945862
"g578",81.2415541162766,-2.5543480108294,0.611561380298834,-4.1767647420464,2.95684558779392e-05,0.000312602592812645
"g2132",1096.85679741174,1.33849554232635,0.320922595103626,4.17077377145774,3.03567113899605e-05,0.000319290333645174
"g1139",1263.93166482986,1.16523692023225,0.279810240441274,4.16438268447438,3.12196100710371e-05,0.000326690919671924
"g2709",1813.43909509309,1.2561391582128,0.3021611678096,4.15718262978228,3.2219641694417e-05,0.000335444086879438
"g598",85.5703678597654,-2.28332189163116,0.550371222823015,-4.1486941848437,3.34377143449563e-05,0.000346367434957098
"g3226",978.666160522987,-1.69035765756205,0.407679897163259,-4.14628650891052,3.37910954064649e-05,0.000348269028535978
"g308",307.170064901228,1.93067113095799,0.469605616575305,4.11126073201125,3.93504524924311e-05,0.000403538890309881
"g3206",1524.58884787515,3.12180547876079,0.760295654144464,4.1060414612966,4.0249726694636e-05,0.00041070741020248
"g1406",712.606968735405,-1.649605073203,0.403666217806489,-4.08655716142637,4.37821654500736e-05,0.000444540699693569
"g2135",3234.76710235226,-2.87814319413093,0.705018323326248,-4.08236651290418,4.45794183408206e-05,0.000450405847374498
"g2411",7110.78948998769,1.59888362834604,0.392044563705772,4.07832113072226,4.53620820023514e-05,0.000456066814641288
"g83",741.304948800355,1.70869495509087,0.420037144396386,4.06796155503426,4.74262035198424e-05,0.000474493382532667
"g2642",13162.8885862454,-1.69530702607657,0.418196596344079,-4.05385180294899,5.03811398093009e-05,0.000501610280334351
"g1671",631.837509228606,-2.47251062453395,0.610422005222355,-4.05049392613771,5.11096363379247e-05,0.00050640514072021
"g2567",1181.51506890879,1.59527149754193,0.394221833972271,4.04663405237504,5.19593743246023e-05,0.000512349407402689
"g514",6522.49309788472,-2.73865937150489,0.678890322994936,-4.0340232858575,5.48298809079585e-05,0.000538067395895803
"g1632",6137.47595745776,-1.64842738423302,0.409769097140076,-4.02282015832325,5.7505406273998e-05,0.00056163613460938
"g767",5936.43702258675,1.49986963376397,0.37365739915191,4.01402364082237,5.96923639451512e-05,0.000577495464393892
"g1633",312.356566039865,-2.67972942104474,0.667505953762418,-4.0145401040101,5.95618162510304e-05,0.000577495464393892
"g152",47.1996071077895,-2.53637911386288,0.632317217537533,-4.01124474158782,6.03994570721592e-05,0.00058155984819601
"g344",1660.01988011353,-1.32352319117278,0.330043116904447,-4.01015238125981,6.06795746045569e-05,0.00058155984819601
"g80",711.715876966931,-1.26282205543888,0.315392641557919,-4.00396803552872,6.2288784612576e-05,0.000588729480370476
"g1389",837.206274470937,-1.37153517031297,0.342474422153808,-4.0047813255292,6.20748770866548e-05,0.000588729480370476
"g1766",14.0384937889462,5.45962277994904,1.36353153222862,4.00403118732839,6.22721497802248e-05,0.000588729480370476
"g23",91.5822423358039,-3.22015013031593,0.809984920645514,-3.97556799915441,7.02114779742785e-05,0.000657835561784294
"g1080",9.06009267354264,6.72413281193658,1.69140780858572,3.97546515855274,7.02418274162654e-05,0.000657835561784294
"g1081",14.8042151472066,4.98613772112317,1.25701653041436,3.96664451141271,7.28915866829189e-05,0.000679548383121212
"g3180",600.496394563318,-1.57396569035541,0.397748316478109,-3.95719007510127,7.58365855301269e-05,0.000703804691956064
"g2674",3232.63064547703,1.22162151476324,0.308950860765349,3.95409649203428,7.68244032042121e-05,0.000709760589963239
"g1708",1110.78009986971,1.1087285158188,0.281265415450009,3.94192977492416,8.08286446489827e-05,0.000743406054596698
"g438",181.186493954321,-2.10510633687937,0.534699369360382,-3.93699049878728,8.25098724997084e-05,0.000752123326652897
"g1994",3693.21198445141,-1.20966798398803,0.307244498983776,-3.93715099208955,8.24547282140441e-05,0.000752123326652897
"g904",185.203781770265,3.12233509918136,0.793446863813118,3.93515336890507,8.31435845147795e-05,0.000754546424069968
"g1702",222.754182334115,2.85846249790764,0.727780354674576,3.9276444871692,8.57818868961691e-05,0.000775060132264506
"g604",3113.0471291745,2.06306699619089,0.525720502327926,3.92426581625691,8.69946378154193e-05,0.000782570184909759
"g563",671.912550509003,-2.14369389214039,0.547033948875521,-3.91875841809627,8.90062686700187e-05,0.000793703726270471
"g2402",20.5489422273005,4.92908980181636,1.25778387066889,3.91886866794933,8.89655713060633e-05,0.000793703726270471
"g2802",1421.45714638699,1.29078628489841,0.330119303155567,3.910060007276,9.22731953233891e-05,0.000819274128174333
"g691",2103.75430110601,1.12568455386463,0.288068731594269,3.90769434653569,9.31810819485417e-05,0.000821210512399149
"g2793",2018.57843368722,-1.97971381037728,0.506656716487531,-3.90740662455226,9.32920767376898e-05,0.000821210512399149
"g3027",37.183646737414,-2.57209183685443,0.659826196863554,-3.89813537122461,9.69362252659217e-05,0.000849641871882074
"g1928",172.55778435847,1.84133852886904,0.472945974240121,3.89333799030113,9.88742426940419e-05,0.000862940730916936
"g2509",74.4176030974771,2.47588089812399,0.636201925567457,3.89165891932132,9.95611431668886e-05,0.000865253833200375
"g1119",701.482574057892,-2.18206513497493,0.560878356233606,-3.89044275059547,0.00010006148288572,0.000865932917293721
"g1394",1103.9022830949,1.70800452440804,0.43944437299396,3.88673659141726,0.000101600899113644,0.000871897255573569
